Name,Station or Publication,Date Used,Year,Month,Location,Program?,Program Content,Source,RTC,Graphic Used,Logged By,RT,TW,FB,Other Social Media,Online Article,How was it found first?,MW,On Air,Time of Airing,On Air,Time of Airings,How was TV Found?,IQ Graphic Notes,Audience Size,Publicity Value,Connects to Climate Change on Air?,Total CC Hits,Total CM Hits,Total CMN Hits,Spanish?,Download?,Comments,Link to online content,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica Dolan,WTAJ/CBS,9/10/20,2020,September,PA,CM,2020WesternWildfires,CM,,"2020Wildfire, 2020Wildfire_TotalAcresBurned",Lisa,0,0,1,0,1,Broad search,,0,,0,,,,,,,2,2,0,,,,https://www.facebook.com/MeteorologistVeronicaDolan/posts/955396404959482?__cft__[0]=AZXAW2iQU3AkmEb6cDIk3K0iKL_nJuw72-PflmTSI0tvE_IvQoZUy5P8Z1mdskPIHj5V-MFTtnZRLW2ccFylEVKvjS-cQ2Uqy_OONzi1kxG4qa98azIKDUpBGwAP5ZCkhCTLNirmVMLmQ8JI-r2GSHJ3Xe38DkDSAp4BcdqgdkIvTA&__tn__=%2CO%2CP-R,https://www.wearecentralpa.com/weather/weather-headlines/worsening-western-wildfires/?fbclid=IwAR1feDwtVk-5OzjWDb1sNMLWFPNlgJ2TTOoM4gnCHJb2crbbDbGvjBJCQuM,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica Dolan,WTAJ/CBS,9/16/20,2020,September,PA,CM,2020Records,CM,,"2020Records, 2020Records_Map",Lisa,0,0,1,0,1,Broad search,,0,,0,,,,,,,2,2,0,,,,https://www.wearecentralpa.com/weather/weather-headlines/summer-2020-one-for-the-record-books/,https://www.facebook.com/MeteorologistVeronicaDolan/posts/960122284486894?__cft__[0]=AZVhTAS9Z4qwjQ1RnfOYzSJhGjC3Lg1vs2gdcSEUIXp_JgfYdCe5ieCY54QkZA1YpkEj1vzhRIbQhDU6mECFr5P-lxAPP3Fhjzkhm45XZEl1NIvpryqIilA2jYCs8_HCy1VYp78aX-MUr8WtQlYoyiu-udyf4w0K2gsrvSPsDiypPLKZZp89s80W2Hzh2Reor-Y&__tn__=%2CO%2CP-R,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica Dolan,WTAJ/CBS,9/23/20,2020,September,PA,CM,2020ArcticMin,CM,,2020ArcticMin,Kristie,0,0,1,0,1,Broad search,,0,,0,,,,,,,2,2,0,,,,https://www.wearecentralpa.com/weather/weather-headlines/arctic-sea-ice-melted-to-second-lowest-on-record/,https://www.facebook.com/MeteorologistVeronicaDolan/posts/965731650592624?__cft__[0]=AZWfLRT0ZQ1wV5-AMTmGXiFoL5vsUzdCpPZ2dCDkZxkEt4ALvn7_t3icXqcimMXHTwW7s00Kqt4N3U1Q2SlyHPahwj58LryQfAEQnSGOaYbvyP3GrXaS6ddDbJcxFSc-A-7sTyxaxGcFc7dMAbQNKxIu7utNzhfYv4_lGxpMmIkA4OqFEoGr6HdpEts9NqU5CZs&__tn__=%2CO%2CP-R,,,,,,,,,,,,,,,,,,,,,,,,,,,
Veronica Dolan,WTAJ/CBS,9/30/20,2020,September,PA,CM,2020PowerOutages,CM,,"2020PowerOutages_Line, 2020PowerOutages_Map, 2020PowerOutages",Kristie,0,0,1,0,1,Broad search,,0,,0,,,,,,,2,2,0,,,,https://www.wearecentralpa.com/weather/weather-headlines/power-off-extreme-weather-and-power-outages/,https://www.facebook.com/MeteorologistVeronicaDolan/posts/971401360025653,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violeta Yas,WWSI/Telemundo,9/16/20,2020,September,PA,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1306218399882772482/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violeta Yas,WWSI/Telemundo,9/21/20,2020,September,PA,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/PaulDeannoNBC5/status/1308155543341719557/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Violeta Yas,WWSI/Telemundo,9/23/20,2020,September,PA,CM,2020HurricanesII,CM,,"2020Hurricanes_OceanT, 2020Hurricanes_US, 2020Hurricanes_Global",Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/HurricaneNBC10/status/1308922544939036674/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Haenni,WWMT/CBS,9/24/20,2020,September,MI,CM,2020Mosquitoes,CM,,2020Mosquitoes,Kristie,0,1,0,0,0,TweetDeck,,0,,1,11:07 PM,Online link,Lost,,,Y,2,2,0,,Done,connected to EEE disease,https://twitter.com/WillWWMT/status/1309331465369456640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Will Stafford,WSET/ABC,9/7/20,2020,September,VA,CM,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,,https://twitter.com/SeanSublette/status/1302956684118286338/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wu Hsin-yun and Ko Lin,Focus Taiwan,9/10/20,2020,September,Taiwan,,El Niño Could Spell Disaster for Coral Reefs,CC,,,Kristie,0,0,0,0,1,Google Alert,MW,0,,0,,,,,,,1,0,0,,,,https://focustaiwan.tw/society/202009100021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yara Lasanta,KMEX/Univision,9/9/20,2020,September,CA,CM,2020SmokeWaves,CM,,2017WildfireAirQuality,Lisa,0,0,0,0,0,,,0,,14,"6:17pm on 9th; 6:12am on 10th; 5:15am, 6:15am on 11th; 5:29am, 6:13am on 14th; 5:40am on 16th; 5:39am on 17th; 6:26am, 6:33am, 7:27am, 8:27am, 9:26am, 10:27am on 18th",IQ,Lost,455826,11756,,14,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yara Lasanta,KMEX/Univision,9/23/20,2020,September,CA,CM,2020Records,CM,,2020Records,Lisa,0,0,0,0,0,,,0,,2,"6:18pm, 11:17pm",IQ,Found,231478,15478,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zach Maloch,WRAZ/FOX,9/30/20,2020,September,NC,CM,2020FallPackage,CM,,"2020FallPackage_AvgT, 2020FallPackage_DaysAbove",Kristie,0,1,1,0,2,Meltwater,MW,0,,1,9:16 AM,IQ,Lost,19793,132,,5,5,0,,,,https://www.wral.com/fall-is-here-here-s-how-temperatures-have-changed-throughout-the-years/19313226/,https://flipboard.com/topic/humidity/fall-is-here-here-s-how-temperatures-have-changed-throughout-the-years-wral-/a-aFQfhra-Rp2fuwiSa-Hj4Q%3Aa%3A3437184195-8e19f13196%2Fwral.com,https://www.facebook.com/ZachMalochWX/posts/1794081554078726,https://twitter.com/ZachMalochWX/status/1311318388849901569,,,,,,,,,,,,,,,,,,,,,,,,,
Zachary Shahan,Clean Technica,9/2/20,2020,September,,,2020HeatandSeniors,CM,,,Kristie,0,0,0,0,2,Google Alert,MW,0,,0,,,,,,,2,2,0,,,,https://cleantechnica.com/2020/09/02/33-bonus-cleantech-science-news-stories/,https://www.newsbreak.com/news/2052586669824/33-bonus-cleantech-science-news-stories,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clean Technica,9/2/20,2020,September,,,2020HeatandSeniors,CM,,,Kristie,0,1,0,0,0,Google Alert,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/cleantechnica/status/1301020110128402433/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KGUN/ABC,9/9/20,2020,September,AZ,,2019Warming,CM,,,Lisa,0,0,0,0,0,,,0,,5,"10:06pm on 9th; 4:35am, 5:35am, 6:35am, 6:50am on 10th",IQ,Zero,52120,1035,Y,5,5,0,,Done,Climate Central says that Tucson is the third fastest-warming city in the U.S. -- that's part of what led to the pledge towards climate action. !!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KTVB/NBC,9/1/20,2020,September,ID,,2020Ticks,CM,,,Lisa,0,0,0,0,0,,,0,,2,"5:51am, 6:51am",Broad search,Zero,11346,128,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KTFL/NBC,9/1/20,2020,September,ID,,2020Ticks,CM,,,Lisa,0,0,0,0,0,,,0,,2,"5:51am, 6:51am",Broad search,Zero,0,0,,2,2,0,,,Station not on IQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KXJZ,9/4/20,2020,September,CA,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,2,"11:48am, 9:48pm",0,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KOPB,9/4/20,2020,September,OR,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,11:48 AM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WBEZ/NPR,9/4/20,2020,September,IL,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KNOW,9/4/20,2020,September,MN,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KCUR,9/4/20,2020,September,KS,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WYPR,9/4/20,2020,September,MD,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WNPR,9/4/20,2020,September,NY,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WESA,9/4/20,2020,September,PA,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WVPS/NPR,9/4/20,2020,September,VT,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WHRV/NPR,9/4/20,2020,September,VA,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KQED/NPR,9/4/20,2020,September,CA,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,11:47 AM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KMUW/NPR,9/4/20,2020,September,KS,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,2,"1:47pm, 6:47pm",0,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WNPR/NPR,9/4/20,2020,September,CT,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WXXI/NPR,9/4/20,2020,September,NY,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KGOU/NPR,9/4/20,2020,September,OK,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WCPN/NPR,9/4/20,2020,September,OH,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KSTX/NPR,9/4/20,2020,September,TX,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WJCT/NPR,9/4/20,2020,September,FL,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WYPR/NPR,9/4/20,2020,September,MD,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KUAZ/NPR,9/4/20,2020,September,AZ,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,2,"12:47pm, 8:47pm",0,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KUSD/NPR,9/4/20,2020,September,SD,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KWMU/NPR,9/4/20,2020,September,MO,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,2,"1:47pm, 8:47pm",0,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WITF/NPR,9/4/20,2020,September,PA,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WSHU/NPR,9/4/20,2020,September,CT,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WWNO/NPR,9/4/20,2020,September,LA,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WEVO/NPR,9/4/20,2020,September,MA,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WLRN/NPR,9/4/20,2020,September,FL,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WMFE/NPR,9/4/20,2020,September,FL,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:48 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WFAE/NPR,9/4/20,2020,September,NC,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:48 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WUNC/NPR,9/4/20,2020,September,NC,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:48 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KVPR/NPR,9/4/20,2020,September,CA,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,6:48 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KUHF/NPR,9/4/20,2020,September,TX,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:48 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WVXU/NPR,9/4/20,2020,September,OH,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:48 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KUNC/NPR,9/4/20,2020,September,CO,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,12:48 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KUER/NPR,9/4/20,2020,September,UT,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KCFR/NPR,9/4/20,2020,September,CO,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WFPL/NPR,9/4/20,2020,September,KY,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,2:48 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KRCC/NPR,9/4/20,2020,September,CO,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:48 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WHLO/NPR,9/4/20,2020,September,OH,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,6:39 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KHPR/NPR,9/4/20,2020,September,HI,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WUSF/NPR,9/4/20,2020,September,FL,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,7:48 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WBFO/NPR,9/4/20,2020,September,NY,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,2,8:47pm on 4th; 11:48am on 5th,0,,,,,,,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WHYY/NPR,9/4/20,2020,September,PA,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,9:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KPCC,9/5/20,2020,September,CA,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,3,"12:47am on 5th; 7:47pm, 8:01pm on 6th",0,,,,,,,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WUOM/NPR,9/5/20,2020,September,MI,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,12:47 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WAMC/NPR,9/9/20,2020,September,NY,,The Inequality of City Heat,"PJ, CC",,,Lisa,0,0,0,0,0,,,1,1:52 PM,0,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KNOW/NPR,9/17/20,2020,September,MN,,2020WesternWildfires,CM,,,Lisa,0,0,0,0,0,,,2,"3:45pm, 5:45pm",0,,,,,,,2,2,0,,,Climate Cast' show,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WURD,9/29/20,2020,September,PA,,,CC,,,Lisa,0,0,0,0,0,,,2,11:38am on 29th; 12:40am on 30th,0,,,,,,,2,0,0,,,Covering Climate now interview. Downloaded and saved in TV clips folder on Shared Drive.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KNOW/NPR,9/29/20,2020,September,MN,,,CC,,,Lisa,0,0,0,0,0,,,1,11:33 PM,0,,,,,,,1,0,0,,,Covering Climate now interview. Downloaded and saved in TV clips folder on Shared Drive.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,WAMC/NPR,9/29/20,2020,September,MN,,,CC,,,Lisa,0,0,0,0,0,,,1,11:33 PM,0,,,,,,,1,0,0,,,Covering Climate now interview. Downloaded and saved in TV clips folder on Shared Drive.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,#1o5Climate,9/2/20,2020,September,,NGO,2020FallPackage,CM,,2020FallPackage_Map,Kristie,4,0,0,0,0,Repost,,0,,0,,,,,,,4,4,0,,,,https://twitter.com/climateguyw/status/1301184507765239808/retweets,https://twitter.com/climateguyw/status/1301184507765239808/retweets,https://twitter.com/climateguyw/status/1301184507765239808/retweets,https://twitter.com/climateguyw/status/1301184507765239808/retweets,,,,,,,,,,,,,,,,,,,,,,,,,
,#1o5Climate,9/2/20,2020,September,,NGO,2018WildfireSmoke,CM,,2018WildfireSmoke_Map,Kristie,4,0,0,0,0,Repost,,0,,0,,,,,,,4,4,0,,,,https://twitter.com/climateguyw/status/1308108965969039363/retweets,https://twitter.com/climateguyw/status/1308108965969039363/retweets,https://twitter.com/climateguyw/status/1308108965969039363/retweets,https://twitter.com/climateguyw/status/1308108965969039363/retweets,,,,,,,,,,,,,,,,,,,,,,,,,
,#1o5Climate,9/29/20,2020,September,,NGO,2020OHW,CM,,,Kristie,4,0,0,0,0,Repost,,0,,0,,,,,,,4,4,0,,,,https://twitter.com/BernadetteWoods/status/1310906784643715072/retweets,https://twitter.com/BernadetteWoods/status/1310906784643715072/retweets,https://twitter.com/BernadetteWoods/status/1310906784643715072/retweets,https://twitter.com/BernadetteWoods/status/1310906784643715072/retweets,,,,,,,,,,,,,,,,,,,,,,,,,
,350 Montana,9/11/20,2020,September,MT,NGO,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/WeatherProf/status/1304479713168162816/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,350 NYC,9/30/20,2020,September,NY,NGO,2020PowerOutages,CM,,,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/350NYC/status/1311508797169569792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AGE 1EARTH,9/9/20,2020,September,CA,NGO,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1303738559057330176/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AGE 1EARTH,9/29/20,2020,September,CA,NGO,2020FallPackage,CM,,2020FallPackage_DaysAbove,Kristie,0,1,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/AEG1Earth/status/1310960786232291328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Assoication of Geographers,9/3/20,2020,September,,,"2019WarmSummerNights, 2019Warming",CM,,,Kristie,0,1,0,0,0,Google Alert,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/theAAG/status/1301602115102691328,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,American Institute of Architects Resilience,9/10/20,2020,September,DC,,2020WesternWildfires,CM,,2020Wildfire_TotalAcresBurned,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/JordanSteele/status/1304059300923367424/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMS Station Scientist Committee,9/21/20,2020,September,,NGO,"2020ArcticMin, 2015SeaIce",CM,,"2020ArcticMin, 2015SeaIce_HeatSpiral",Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/VAlonsoWCBI/status/1308473619065065473/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMS Station Scientist Committee,9/26/20,2020,September,,NGO,,CC,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,0,0,,,The World's Littlest Book on Climate,https://twitter.com/MikeNelson247/status/1309898473915912193/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,AMS Station Scientist Committee,9/28/20,2020,September,MS,CM,"2020OHW, 2020HurricanesII, 2020Hurricanes, 2017WorldOceansDay",CM,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/VAlonsoWCBI/status/1310583173873569792/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Association of State Floodplain Managers,9/28/20,2020,September,,NGO,2020HurricanesII,CM,,2020Hurricanes_US,Kristie,0,1,1,0,0,TweetDeck,,0,,0,,,,,,,2,2,0,,,,https://twitter.com/FloodsOrg/status/1310560891738509312,https://www.facebook.com/ASFPM/posts/4408138239201802,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kim Campbell,Canada Prime Minister,9/21/20,2020,September,Canada,GOVT,2020ArcticMin,CM,,2020ArcticMin,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/ClimateCentral/status/1308154565800361985/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Center for Remote Sensing of Ice Sheets Kansa University,9/21/20,2020,September,KS,EDU,2020ArcticMin,CM,,2020ArcticMin,Kristie,0,1,0,0,0,TweetDeck,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/CReSIS/status/1308157987803017216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Cleo Institute,9/23/20,2020,September,FL,NGO,2020HurricanesII,CM,,2020Hurricanes_US,Lisa,0,1,0,0,0,Tag,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/CLEOInstitute/status/1308782488962170881,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,The Cleo Institute,9/24/20,2020,September,FL,NGO,"2020HurricanesII, 2020FirstDayAbove",CM,,"2020Hurricanes_OceanT, 2020FirstDayAbove",Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/IreneSans/status/1309336867129774082/retweets,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Climate Change Guide,9/9/20,2020,September,,,20202019EOYGlobalTemps,CM,,20202019EOYGlobalTemps_Top10,Kelly,0,0,1,0,0,Tag,,0,,0,,,,,,,1,1,0,,,,https://www.facebook.com/ClimateGuide/photos/a.220106464729858/4387878027952660/?type=3&av=57984115023&eav=AfZthZgfRBW1N950_o1j3xyMQnf15US5pXcx-ILVJq16TTikyFCVjIi4WoYBrAuWhKU&__xts__%5B0%5D=68.ARCJBjkue3jSS57oxtrU858Yy3e_VSGA_L0sUGO_gKsdLPGVIUpXbnIOi96FyjXHmrsc1t5ls4CTlVaDz_9SMQr6U50NoGZLTuzka69HGvgwpSdRDkvEz1qewAQNfv1Bo0kP86aV3SZ5kPD3gEJ_EpVEQDeZt2qFd_vYMnpqLPQYDaFA33ifvdvl8SOodRI0YlWIByZe4taoXtfRIKyXZ5YkBk3bjNdXWFU7wFgZN3HV26tDDuSyVogpfPp_rFXq8gDCq8wLLynRxJKAZjLrwJ2-SfOkpYFl0NibEKU5F3JCq-JItmWAfuo61D7zsBRQPian&__tn__=-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Climate for Health,9/2/20,2020,September,National,NGO,2020FallPackage,CM,,,Kristie,1,0,0,0,0,Repost,,0,,0,,,,,,,1,1,0,,,,https://twitter.com/MaibachEd/status/1301157090799517697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
